DIB_PROD_CODE,CircularItemId,ad_id_rank,Item_Description,image_url,item_rank
0081029100105,93148492,29,Tate's Bake Shop Chocolate Chip Walnut Cookies,https://www.kroger.com/product/images/176478313/medium//0081029100105,4
0002263540003,93145459,30,Vita Herring Party Snacks,https://www.kroger.com/product/images/707787815/medium/front/0002263540003,1
0002263540016,93145459,30,Vita Herr Filet in Sour Cream Spread,https://www.kroger.com/product/images/707787815/medium/front/0002263540016,2
0089899908000,93145459,30,Vita Coco Coconut Tropical Fruit Water,https://www.kroger.com/product/images/176298318/medium/front/0089899908000,3
0089899900023,93145459,30,Vita Coco Kids Paradise Punch Coconut Water,https://www.kroger.com/product/images/176298318/medium/front/0089899900023,4
0089899900073,93145459,30,Vita Coco Kids Pink Lemonade Coconut Water,https://www.kroger.com/product/images/176298318/medium/front/0089899900073,5
0003410000340,93149074,31,Redd's Variety Pack Beer Bottles,https://www.kroger.com/product/images/112727201/medium/front/0003410000340,1
0003410008722,93149074,31,Redd's Crisp Apple Ale,https://www.kroger.com/product/images/112727201/medium/front/0003410008722,2
0003410008732,93149074,31,Redd's Strawberry Ale Beer,https://www.kroger.com/product/images/112727201/medium/front/0003410008732,3
0003410051607,93149074,31,Leinenkugel's Orange Shandy,https://www.kroger.com/product/images/112747412/medium/front/0003410051607,4
0003410051609,93149074,31,Leinenkugel's Summer Shandy,https://www.kroger.com/product/images/112747412/medium/front/0003410051609,5
0003760013264,93148536,32,Hormel Natural Choice Smoked Deli Turkey,https://www.kroger.com/product/images/715767609/medium/front/0003760013264,1
0021334610000,93145774,33,Pork Sirloin Chop,https://www.kroger.com/product/images/545202000/medium//0021334610000,1
0001200000230,93144612,34,Pepsi Original,https://www.kroger.com/product/images/120298223/medium/front/0001200000230,1
0001200059156,93144612,34,Pepsi 8pk,https://www.kroger.com/product/images/120298217/medium/front/0001200059156,2
0001200050405,93144612,34,Pepsi,https://www.kroger.com/product/images/120298225/medium/front/0001200050405,3
0001200001881,93144612,34,Pepsi Max,https://www.kroger.com/product/images/120298223/medium/front/0001200001881,4
0001200000311,93144612,34,Pepsi Wild Cherry,https://www.kroger.com/product/images/120298223/medium/front/0001200000311,5
0003663202900,93145411,35,Dannon Activia Greek Light Strawberry Yogurt,https://www.kroger.com/product/images/050624534/medium/front/0003663202900,1
0003663203249,93145411,35,Dannon Light & Fit Vanilla Greek Yogurt,https://www.kroger.com/product/images/050624534/medium/front/0003663203249,2
0003663203248,93145411,35,Dannon Light & Fit Strawberry Greek Yogurt,https://www.kroger.com/product/images/050624534/medium/front/0003663203248,3
0003663202920,93145411,35,Dannon Activia Toasted Coconut Vanilla Greek Yogurt,https://www.kroger.com/product/images/050624534/medium/front/0003663202920,4
0003663202919,93145411,35,Dannon Activia Key Lime Greek Yogurt,https://www.kroger.com/product/images/050624534/medium/front/0003663202919,5
0001111085113,93145642,36,HemisFares Sicilian Extra Virgin Olive Oil,https://www.kroger.com/product/images/010303003/medium/front/0001111085113,1
0001111085113,93145906,37,HemisFares Sicilian Extra Virgin Olive Oil,https://www.kroger.com/product/images/010303003/medium/front/0001111085113,1
0003915301002,93145906,37,Colavita Extra Virgin Olive Oil,https://www.kroger.com/product/images/010303003/medium/front/0003915301002,2
0007680853557,93149176,38,Barilla Mini Farfalle,https://www.kroger.com/product/images/010840470/medium/front/0007680853557,1
0007680800560,93149176,38,Barilla Pronto Penne,https://www.kroger.com/product/images/010840470/medium/front/0007680800560,2
0007680853560,93149176,38,Barilla Mini Penne,https://www.kroger.com/product/images/010840470/medium/front/0007680853560,3
0007680800067,93149176,38,Barilla White Fiber Rotini,https://www.kroger.com/product/images/010840470/medium/front/0007680800067,4
0007680853412,93149176,38,Barilla Whole Grain Rotini,https://www.kroger.com/product/images/010840470/medium/front/0007680853412,5
0024195930000,93145587,39,Choice Beef Boneless Flat Iron Steak,https://www.kroger.com/product/images/095030301/medium//0024195930000,1
0005215953107,93145435,40,Stonyfield Super Fruits Greek Yogurt,https://www.kroger.com/product/images/172908808/medium/front/0005215953107,1
0005215970039,93145435,40,Stonyfield Chocolate Greek Yogurt,https://www.kroger.com/product/images/172908808/medium/front/0005215970039,2
0005215970108,93145435,40,Stonyfield Yotoddler Pear Spinach Mango Organic Whole Milk Yogurt Pouch,https://www.kroger.com/product/images/172908808/medium/front/0005215970108,3
0005215970054,93145435,40,Stonyfield Salted Caramel Greek Yogurt,https://www.kroger.com/product/images/172908808/medium/front/0005215970054,4
0005215970209,93145435,40,Stonyfield Greek & Chia Red Berries Yogurt,https://www.kroger.com/product/images/172908808/medium/front/0005215970209,5
0000980089500,93145939,41,Nutella Hazelnut Spread,https://www.kroger.com/product/images/010762230/medium/front/0000980089500,1
0003736398235,93145419,42,Michael Angelo's Shrimp Scampi,https://www.kroger.com/product/images/450390001/medium/front/0003736398235,1
0003736398527,93145419,42,Michael Angelo's Rigatoni With Sausage & Meatballs,https://www.kroger.com/product/images/450390001/medium/front/0003736398527,2
0003736398551,93145419,42,Michael Angelo's Three Cheese Baked Ziti,https://www.kroger.com/product/images/450390001/medium/front/0003736398551,3
0003736398552,93145419,42,Michael Angelo's Cheese Ravioli,https://www.kroger.com/product/images/450390001/medium/front/0003736398552,4
0003736358125,93145419,42,Michael Angelo's Vegetable Lasagna,https://www.kroger.com/product/images/450390001/medium/front/0003736358125,5
0004780051433,93148856,43,Crock-Pot Savory Herb Chicken Seasoning Mix,https://www.kroger.com/product/images/010830215/medium/front/0004780051433,1
0004780051432,93148856,43,Crock-Pot Original Chili Seasoning Mix,https://www.kroger.com/product/images/010830215/medium//0004780051432,2
0004780051403,93148856,43,Crock-Pot BBQ Pulled Pork Seasoning Mix,https://www.kroger.com/product/images/010830215/medium/front/0004780051403,3
0004780051402,93148856,43,Crock-Pot Hearty Beef Stew Seasoning,https://www.kroger.com/product/images/010830215/medium/front/0004780051402,4
0004780051401,93148856,43,Crock-Pot Savory Pot Roast Seasoning Mix,https://www.kroger.com/product/images/010830215/medium/front/0004780051401,5
0088884900023,93148516,44,Quest Bar Double Chocolate Chunk Protein Bar,https://www.kroger.com/product/images/176308363/medium//0088884900023,1
0004900004284,93145519,45,Coca-Cola Zero,https://www.kroger.com/product/images/120298219/medium/front/0004900004284,1
0008994730218,93148504,46,Van's Organics Totally Natural Waffles,https://www.kroger.com/product/images/176909001/medium/front/0008994730218,1
0008994730220,93148504,46,Van's Wheat-Gluten Free Blueberry Waffles,https://www.kroger.com/product/images/176909001/medium/front/0008994730220,2
0008994730217,93148504,46,Van's Organics Blueberry Waffles,https://www.kroger.com/product/images/176909001/medium/front/0008994730217,3
0008994730214,93148504,46,Van's Wheat-Gluten Free Apple Cinnamon Waffles,https://www.kroger.com/product/images/176909001/medium/front/0008994730214,4
0008994730226,93148504,46,Van's Minis Chocolate Chip Waffles,https://www.kroger.com/product/images/176909001/medium/front/0008994730226,5
0002580001937,93144601,47,Smart Ones Spaghetti With Meat Sauce,https://www.kroger.com/product/images/450390002/medium/front/0002580001937,1
0002580001965,93144601,47,Smart Ones Chicken Enchilada Suiza,https://www.kroger.com/product/images/450390002/medium/front/0002580001965,2
0002580002013,93144601,47,Smart Ones Chicken Fettucini,https://www.kroger.com/product/images/450390002/medium/front/0002580002013,3
0002580002629,93144601,47,Smart Ones Roasted Chicken With Herb Gravy,https://www.kroger.com/product/images/450390002/medium/front/0002580002629,4
0002580002398,93144601,47,Smart Ones Chicken Parmesan,https://www.kroger.com/product/images/450390002/medium/front/0002580002398,5
0088491200563,93144662,48,Post Honey Bunches of Oats Whole Grain Honey Crunch,https://www.kroger.com/product/images/010859465/medium/front/0088491200563,1
0001600048792,93148512,49,Chex Honey Nut Cereal,https://www.kroger.com/product/images/010859465/medium/front/0001600048792,1
0001600048796,93148512,49,Chex Corn Cereal,https://www.kroger.com/product/images/010859465/medium/front/0001600048796,2
0001600027515,93148524,50,Cheerios Multi-Grain Cereal,https://www.kroger.com/product/images/010859465/medium/front/0001600027515,1
0001600027526,93148524,50,Cheerios,https://www.kroger.com/product/images/010859465/medium/front/0001600027526,2
0073341100007,93149220,51,Illy Ground Espresso Coffee,https://www.kroger.com/product/images/010245200/medium/front/0073341100007,1
0073341190039,93149220,51,Illy Medium Roast Ground Coffee,https://www.kroger.com/product/images/010245200/medium/front/0073341190039,2
0073341100009,93149220,51,Illy Whole Bean Medium Roast Coffee,https://www.kroger.com/product/images/010245200/medium/front/0073341100009,3
0073341100008,93149220,51,Illy Ground Espresso Coffee,https://www.kroger.com/product/images/010245200/medium/front/0073341100008,4
0001312001386,93145403,52,Ore-Ida Smokey BBQ Chips,https://www.kroger.com/product/images/450410198/medium/front/0001312001386,1
0001312001251,93145403,52,Ore Ida Extra Crisp Golden Crinkles Easy Fries,https://www.kroger.com/product/images/450410198/medium/front/0001312001251,2
0001312001389,93145403,52,Ore-Ida Spicy Sriracha Fries,https://www.kroger.com/product/images/450410198/medium/front/0001312001389,3
0001312001779,93145403,52,Ore-Ida Simply Olive Oil & Sea Salt Country Style French Fries,https://www.kroger.com/product/images/450410198/medium/front/0001312001779,4
0007047045726,93144622,53,Yoplait Lactose Free French Vanilla Yogurt,https://www.kroger.com/product/images/050628302/medium/front/0007047045726,1
0007047045725,93144622,53,Yoplait Lactose Free Strawberry Yogurt,https://www.kroger.com/product/images/050628302/medium/front/0007047045725,2
0007047045728,93144622,53,Yoplait Lactose Free Peach Yogurt,https://www.kroger.com/product/images/050628302/medium/front/0007047045728,3
0007047045727,93144622,53,Yoplait Lactose Free Cherry Yogurt,https://www.kroger.com/product/images/050628302/medium/front/0007047045727,4
0007261345195,93145511,54,Snuggle Lavendar Exhilarations Fabric Softener Liquid,https://www.kroger.com/product/images/011053002/medium/front/0007261345195,1
0007261345196,93145511,54,Snuggle Fabric Softener Exhilarations Orchid & Vanilla,https://www.kroger.com/product/images/011053002/medium/front/0007261345196,2
0007261346065,93145511,54,Snuggle Scent Boosters Wild Orchid,https://www.kroger.com/product/images/011053002/medium//0007261346065,3
0007261345987,93145511,54,Snuggle Lavender Joy Scent Boosters,https://www.kroger.com/product/images/011053002/medium/front/0007261345987,4
0007261345514,93145511,54,Snuggle Fabric Softener,https://www.kroger.com/product/images/011053002/medium/front/0007261345514,5
0004010000266,93145493,55,Spice Islands Oregano Jar,https://www.kroger.com/product/images/010130222/medium/front/0004010000266,1
0004010000260,93145493,55,Spice Islands Ground Nutmeg Jar,https://www.kroger.com/product/images/010130222/medium/front/0004010000260,2
0004010000280,93145493,55,Spice Islands Poultry Seasoning Jar,https://www.kroger.com/product/images/010130222/medium/front/0004010000280,3
0004010000226,93145493,55,Spice Islands Ground Saigon Cinnamon Jar,https://www.kroger.com/product/images/010130222/medium/front/0004010000226,4
0004010000211,93145493,55,Spice Islands Beau Monde Seasoning Jar,https://www.kroger.com/product/images/010130222/medium/front/0004010000211,5
0004119689123,93149110,56,Progresso Garlic Herb Bread Crumbs,https://www.kroger.com/product/images/010177446/medium/front/0004119689123,1
0004119689102,93149110,56,Progresso Italian Bread Crumb,https://www.kroger.com/product/images/010177446/medium/front/0004119689102,2
0004119689108,93149110,56,Progresso Plain Bread Crumbs,https://www.kroger.com/product/images/010177446/medium/front/0004119689108,3
0005100014919,93145385,57,Campbell's Chunky Creamy Chicken Dumplings,https://www.kroger.com/product/images/010063173/medium/front/0005100014919,1
0005100014880,93145385,57,Campbell's Chucnky Classic Chicken Noodle Soup,https://www.kroger.com/product/images/010063173/medium/front/0005100014880,2
0005100014879,93145385,57,Campbell's Chunky Sirloin Burger With Country Vegetables,https://www.kroger.com/product/images/010063173/medium/front/0005100014879,3
0003915341300,93144863,58,Colavita Aged Balsamic Vinegar of Modena,https://www.kroger.com/product/images/011330218/medium/front/0003915341300,1
0007089632915,93149395,59,Wilton Royal Icing Cupcake Decoration,https://www.kroger.com/product/images/848313534/medium//0007089632915,1
0007089625806,93149395,59,Wilton Large Loaf Pan,https://www.kroger.com/product/images/847363534/medium/front/0007089625806,2
0007089631372,93149395,59,Wilton 12-Cup Muffin Pan,https://www.kroger.com/product/images/848313534/medium/front/0007089631372,3
0007089631112,93149395,59,Wilton Scoop-It Batter Spoons,https://www.kroger.com/product/images/847363534/medium/front/0007089631112,4
0007089631069,93149395,59,Wilton Two-Tone Cupcake Insert,https://www.kroger.com/product/images/847363534/medium//0007089631069,5
0007675320684,93149459,60,Good Cook Nylon Turner,https://www.kroger.com/product/images/847363531/medium//0007675320684,1
0007675320685,93149459,60,Good Cook Nylon Baster Spoon,https://www.kroger.com/product/images/847363531/medium//0007675320685,2
0007675320681,93149459,60,Good Cook 12 Inch Tongs,https://www.kroger.com/product/images/847363531/medium//0007675320681,3
0007675320683,93149459,60,Good Cook Locking Tongs,https://www.kroger.com/product/images/847363531/medium//0007675320683,4
0007675320689,93149459,60,Good Cook Stainless Steel Turner,https://www.kroger.com/product/images/847363531/medium//0007675320689,5
0001111086359,93145620,61,HemisFares Italian Herb Balsalmic Pasta Sauce,https://www.kroger.com/product/images/011000235/medium/front/0001111086359,1
0001111086362,93145620,61,HemisFares Tomato & Leek Pasta Sauce,https://www.kroger.com/product/images/011000235/medium/front/0001111086362,2
0001111086358,93145620,61,HemisFares Bolognese Pasta Sauce,https://www.kroger.com/product/images/011000235/medium/front/0001111086358,3
0001111086355,93145620,61,HemisFares Tomato Basil Pasta Sauce,https://www.kroger.com/product/images/011000235/medium/front/0001111086355,4
0001111086353,93145620,61,HemisFares Calabrian Pasta Sauce,https://www.kroger.com/product/images/011000235/medium/front/0001111086353,5
0003620038105,93145895,62,Bertolli Carbonara Sauce,https://www.kroger.com/product/images/011000235/medium//0003620038105,1
0003620021919,93145895,62,Bertolli Creamy Garlic Alfredo Sauce,https://www.kroger.com/product/images/011000235/medium/front/0003620021919,2
0003620021929,93145895,62,Bertolli Creamy Alfredo Sauce,https://www.kroger.com/product/images/011000235/medium/front/0003620021929,3
0003620021930,93145895,62,Bertolli Alfredo and Mushroom Pasta Sauce,https://www.kroger.com/product/images/011000235/medium/front/0003620021930,4
0003620021931,93145895,62,Bertolli Tomato and Basil Pasta Sauce,https://www.kroger.com/product/images/011000235/medium/front/0003620021931,5
0001111086359,93145950,63,HemisFares Italian Herb Balsalmic Pasta Sauce,https://www.kroger.com/product/images/011000235/medium/front/0001111086359,1
